"CODIGO CAPITULO","CAPITULO","CODIGO SUBCAPITULO","SUBCAPITULO","CODIGO ITEM","ITEM","UNIDAD","Vr MANO DE OBRA","TOTAL"
"1","EDIFICACIONES","1.08","INSTLACIONES DE GAS","1.08.08","SUMINISTRO E INSTALACION DE ACCESORIO UNION COBRE  1/2","UND","$2.160,86","$6.406,28"
"1","EDIFICACIONES","1.08","INSTLACIONES DE GAS","1.08.09","SUMINISTRO E INSTALACION DE ACCESORIO UNION GALVANIZADO 1/2","UND","$3.511,40","$6.795,23"
"1","EDIFICACIONES","1.09","PINTURA","1.09.01","ADHERENTE EPOXICO SIKADUR 32","M2","$4.135,15","$63.113,76"
"1","EDIFICACIONES","1.09","PINTURA","1.09.02","CARBURO SOBRE PAÑETE BAJO PLACA","M2","$5.929,93","$11.473,77"
"1","EDIFICACIONES","1.09","PINTURA","1.09.03","CARBURO SOBRE PAÑETE EN MUROS","M2","$5.365,18","$7.612"
"1","EDIFICACIONES","1.09","PINTURA","1.09.04","ESMALTE LAMINA LINEAL 3 MANOS","ML","$4.235,66","$5.545,06"
"1","EDIFICACIONES","1.09","PINTURA","1.09.05","ESMALTE LAMINA LLENA 3 MANOS","M2","$9.318,47","$12.551,38"
"1","EDIFICACIONES","1.09","PINTURA","1.09.06","ESMALTE MADERA LINEAL 3 MANOS","ML","$1.976,64","$4.366,99"
"1","EDIFICACIONES","1.09","PINTURA","1.09.07","ESMALTE MADERA LLENA 3 MANOS","M2","$9.883,21","$14.912,61"
"1","EDIFICACIONES","1.09","PINTURA","1.09.08","SICOPLAST FACHADA","M2","$4.800,42","$16.860,44"
"1","EDIFICACIONES","1.09","PINTURA","1.09.08","ESMALTE MARCOS LAMINA 3 MANOS","ML","$7.765,38","$11.058,25"
"1","EDIFICACIONES","1.09","PINTURA","1.09.09","ESMALTE MARCOS MADERA 3 MANOS","ML","$7.765,38","$11.870,85"
"1","EDIFICACIONES","1.09","PINTURA","1.09.10","ESTUCO BAJO PLACA","M2","$5.402,15","$17.730,76"
"1","EDIFICACIONES","1.09","PINTURA","1.09.11","ESTUCO MUROS","M2","$5.156,60","$8.079,58"
"1","EDIFICACIONES","1.09","PINTURA","1.09.12","ESTUCO Y VINILO TRES MANOS BAJO PLACA","M2","$7.366,57","$22.298,98"
"1","EDIFICACIONES","1.09","PINTURA","1.09.13","ESTUCO Y VINILO TRES MANOS EN MUROS","M2","$7.366,57","$12.641,78"
"1","EDIFICACIONES","1.09","PINTURA","1.09.14","FILOS Y DILATACIONES EN ESTUCO","ML","$5.647,55","$6.962,45"
"1","EDIFICACIONES","1.09","PINTURA","1.09.15","MARMOLINA SOBRE PAÑETE.","M2","$5.647,55","$15.755,73"
"1","EDIFICACIONES","1.09","PINTURA","1.09.16","MARMOPLAST FACHADA","M2","$6.353,49","$18.539,16"
"1","EDIFICACIONES","1.09","PINTURA","1.09.17","PINTURA FACHADA EN VINILO PARA EXTERIORES","M2","$8.471,32","$14.045,29"
"1","EDIFICACIONES","1.09","PINTURA","1.09.18","VINILO TIPO I SOBRE PAÑETE TRES MANOS SOBRE ESTUCO","M2","$4.235,66","$8.284,07"
"1","EDIFICACIONES","1.09","PINTURA","1.09.19","TINTILLA SOBRE MADERA LINEAL","ML","$2.541,40","$3.923,57"
"1","EDIFICACIONES","1.09","PINTURA","1.09.20","TINTILLA SOBRE MADERA LLENA","M2","$9.883,21","$12.617,43"
"1","EDIFICACIONES","1.09","PINTURA","1.09.21","TINTILLA SOBRE MUEBLES","ML","$34.732,44","$52.664,07"
"1","EDIFICACIONES","1.09","PINTURA","1.09.22","VINILO TIPO II SOBRE PAÑETE DOS MANOS BAJO PLACA","M2","$4.800,42","$14.931,95"
"1","EDIFICACIONES","1.09","PINTURA","1.09.23","VINILO TIPO II SOBRE PAÑETE DOS MANOS EN MUROS","M2","$4.235,66","$6.089,26"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.01","SUMINISTRO E INSTALACION DE ENCHAPE EN PIEDRA CREMA","M2","$31.921,79","$124.099,92"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.02","SUMINISTRO E INSTALACION DE ENCHAPE EN PIEDRA MUÑECA","M2","$31.921,79","$165.380,59"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.03","SUMINISTRO E INSTALACION DE ENCHAPE EN PIEDRA SANTA ROSEÑA O SIMILAR","M2","$31.921,79","$107.407,04"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.04","SUMINISTRO E INSTALACION DE ENCHAPE EN PORCELANA ATLANTIS O SIMILAR 20*20","M2","$19.644,17","$53.375,91"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.05","SUMINISTRO E INSTALACION DE ENCHAPE EN PORCELANA OLIMPIA 20X20 O SIMILAR","M2","$18.031,20","$52.392,21"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.06","SUMINISTRO E INSTALACION DE ESPACATO TRAVERTINO","M2","$39.288,35","$213.141,93"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.07","SUMINISTRO E INSTALACION DE INCRUSTACIONES 3 PIEZAS EN PORCELANA COLOR BLANCO","jgo","$49.110,44","$90.199,58"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.08","SUMINISTRO E INSTALACION DE INCRUSTACIONES 6 PIEZAS EN PORCELANA COLOR BLANCO","jgo","$49.110,44","$150.249,58"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.09","SUMINNISTRO E INSTALACION DE INCRUSTACIONES 8 PIEZAS EN PORCELANA COLOR BLANCO","jgo","$61.388,05","$194.970,29"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.10","MURETE DUCHA  0.10 X 0.20 MTS","ML","$19.398,62","$53.303,29"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.11","MURETE DUCHA  0.20 X 0.30 MTS","ML","$19.398,62","$53.311,74"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.12","SUMINISTRO E INSTALACION DE REJILLAS CUPULA TRAGANTE 5*3","UND","$7.366,57","$28.264,67"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.13","SUMINISTRO E INSTALACION DE REJILLAS CUPULA TRAGANTE 6*4","UND","$7.366,57","$34.533,06"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.14","SUMINISTRO E INSTALACIOREJILLAS DE PISO SOSCO 4*4*3 ALUMINIO","UND","$7.366,57","$19.548"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.15","SUMINISTRO E INSTALACION DE REJILLAS PLANA BRONCE 20*20","UND","$7.366,57","$32.914,67"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.16","SUMINISTRO E INSTALACION DE REJILLAS PLASTICA SOSCO 5*3","UND","$7.366,57","$18.176,55"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.17","SUMINISTRO E INSTALACION DE REJILLAS PLASTICAS SOSCO 4*4*3","UND","$7.366,57","$11.660,92"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.18","SUMINISTRO E INSTALACION REJILLAS VENTILACION 20*20 ALUMINIO","UND","$7.366,57","$32.914,67"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.19","REMATE BOCEL ALUMINIO ""WINGS""","ML","$7.121,02","$8.917,57"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.20","REMATE BOCEL PORCELANA E= 0.11 MTS","ML","$12.277,60","$18.925,28"
"1","EDIFICACIONES","1.1","ENCHAPES","1.10.21","SUMINISTRO E INSTALACION DE TUBO CORTINA DUCHA E= 1.50 MTS","UND","$7.366,57","$23.523,87"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.01","ALISTADO ENDURECIDO 4CM","M2","$7.366,57","$44.057,57"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.02","ALISTADO PARA LISTÓN 4CM","M2","$9.822,09","$15.322,59"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.03","ALISTADO IMPERMEABILIZADO E=4CM - 1:3","M2","$9.822,09","$33.790,36"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.04","ALISTADO PISO E= 4 CM  - 1:5","M2","$9.822,09","$24.941,36"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.05","ALISTADO TERRAZAS E=8 CM","M2","$14.733,13","$86.723,29"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.06","BASE EN MATERIAL DE AFIRMADO COMPACTADO","M3","$19.643,74","$57.047,23"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.07","BOCA PUERTA EN GRANITO PULIDO","ML","$35.554,44","$61.339,04"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.08","BOCA PUERTA EN GRANITO SIN PULIR","ML","$29.347,28","$46.220,59"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.09","PASO ESCALERA GRANITO DE 80 A 100 CM","ML","$56.477,01","$124.348,44"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.10","PASOS ESCALERA GRAVILLA LAVADA","ML","$56.477,01","$86.147,22"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.11","PIRLANES ALUMINIO","ML","$7.366,57","$17.003,37"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.12","PIRLANES LADRILLO","ML","$20.626,38","$30.806,8"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.13","PISO ALFOMBRA RESIDENCIAL ALFA BERBER O SIMILAR","M2","$3.928,83","$47.749,32"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.14","PISO ALFOMBRA RESIDENCIAL TERUEL 7 mm O SIMILAR","M2","$2.455,52","$59.003,95"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.15","PISO CERÁMICA  25*25 CM","M2","$20.871,94","$49.467,56"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.16","PISO EN GRAMA (SEMILLAS)","M2","$2.455,52","$7.607,19"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.17","PISO EN GRANITO LAVADO","M2","$36.832,82","$153.041,17"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.18","PISO EN POLVO DE LADRILLO","M3","$17.188,65","$349.855,32"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.19","PISO GRANITO PULIDO","M2","$36.832,82","$156.634,14"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.20","PISO GRAVILLA LAVADA DE RIO","M2","$61.388,05","$93.658,36"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.21","PISO LISTON MADERA M.H. AMARILLO E= 8CM","M2","$14.733,13","$97.751,66"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.22","PISO PLANCHUELA DE MARMOL BRECCIA","M2","$31.921,79","$168.016,46"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.23","PISO TABLÓN DE GRES 30*30 CM","M2","$21.451,64","$57.628,31"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.24","PISO VINILO PISOPAK 1.6MM","M2","$6.138,80","$37.790,74"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.25","PLACA BASE EN CONCRETO E= 8 CM 2500 PSI","M2","$19.644,17","$61.867,06"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.26","PLACA BASE EN CONCRETO E= 10 CM 2500 PSI","M2","$16.206,45","$66.938,23"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.27","POYOS COCINA Y BASE MUEBLES A= 60 CM E= 8 CM","M2","$12.768,71","$41.742,57"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.28","PULIDA Y DESTRONADO DE PISO EN BALDOSÍN DE GRANITO","M2","$8.594,33","$15.598,8"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.29","PULIDAD DE PISO EN MARMOL","M2","$17.188,65","$24.661,93"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.30","SUMINISTRO E INSTALACIÓN DE ADOQUÍN PEATONAL CONCRETO 6 CM","M2","$12.277,61","$48.748,59"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.31","SUMINISTRO E INSTALACIÓN DE ADOQUÍN VEHICULAR CONCRETO 8 CM","M2","$17.188,65","$55.071,68"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.32","SUMINISTRO E INSTALACIÓN ADOQUÍN DE GRES PEATONAL 10*20*25 CM","M2","$25.331,11","$75.847,18"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.33","SUMINISTRO E INSTALACIÓN DE BALDOSÍN DE CEMENTO 25*25 CM","M2","$23.327,46","$62.962,22"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.34","SUMINISTRO E INSTALACIÓN DE BALDOSÍN DE GRANITO No. 5  30*30*1.7 CM","M2","$23.327,46","$74.733,78"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.35","SUMINISTRO E INSTALACIÓN DE CAÑUELA CONCRETO 0.20  X 0.12 MTS","ML","$19.644,18","$31.294,44"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.36","SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA  GRANITO","ML","$12.277,60","$37.247,31"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.37","SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA BALDOSIN","ML","$12.277,60","$39.999,78"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.38","SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA CON BALDOSÍN DE GRANITO","ML","$12.277,60","$41.470,26"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.39","SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA VINISOL 7 CM","ML","$6.138,80","$16.735,72"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.40","SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA VIROLA 8 CM","ML","$4.911,05","$10.272,67"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.41","SUMINISTRO E INSTALACIÓN DE GUARDAESCOBA EN PINO","ML","$7.305,14","$16.196,61"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.42","SUMINISTRO E INSTALACIÓN DE TABLETA DE GRES 20*20 CM","M2","$17.188,65","$41.467,91"
"1","EDIFICACIONES","1.11","PISOS - BASES - ACABADOS","1.11.43","SUMINISTRO E INSTALACIÓN TABLÓN DE GRES 30*30 CM","M2","$12.277,60","$54.441,23"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.01","AFINADO CUBIERTAS PLANAS E= 6CM","M2","$17.188,65","$47.368,81"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.02","ALISTADO E IMPERMEABILIZADO PARA TEJA BARRO","M2","$35.642,76","$143.574,18"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.03","SUMINISTRO E INSTALACIÓN DE BAJANTE AMAZONA","ML","$16.206,44","$67.277,32"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.04","SUMINISTRO E INSTALACIÓN DE CANAL AMAZONA","ML","$22.959,13","$89.860,08"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.05","SUMINISTRO E INSTALACIÓN DE CANAL PAVCO RAINGO","ML","$21.608,59","$65.787,31"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.06","SUMINISTRO E INSTALACIÓN DE CANAL PVC REF 12445","ML","$19.987,95","$56.034,62"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.07","SUMINISTRO E INSTALACIÓN DE CUBIERTA GALVANIZADA CL 30","M2","$7.366,57","$27.236,06"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.08","SUMINISTRO E INSTALACIÓN DE CUBIERTA SENCILLA HUNTER DOUGLAS","M2","$9.085,43","$115.865,98"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.09","SUMINISTRO E INSTALACION DE CUBIERTA TEJA CALIFORNIA DINALSA O SIMILAR","M2","$7.366,57","$28.884,22"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.10","SUMINISTRO E INSTALACIÓN DE CUBIERTA TEJA DURALUM 812 DINALSA","M2","$7.366,57","$47.448,8"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.11","SUMINISTRO E INSTALACIÓN DE ESTRUCTURA DE MADERA P/TEJA DE BARRO","ML","$45.672,71","$79.808,56"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.12","SUMINISTRO E INSTALACIÓN DE ESTRUCTURA DE MADERA P/TEJA DE FIBROCEMENTO","ML","$24.555,22","$63.713,77"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.13","SUMINISTRO E INSTALACIÓN DE ESTRUCTURA METÁLICA P/TEJA FIBROCEMENTO","ML","$24.555,22","$98.396,72"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.14","IMPERMEABILIZACIÓN AUTOPROTEGIDA","ML","$18.416,42","$62.264,21"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.15","SUMINISTRO E INSTALACIÓN CUBIERTA SHINGLE CON IMPERMEABILIZANTE","M2","$20.135,28","$375.736,05"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.16","SUMINISTRO E INSTALACIÓN BAJANTE EN LAMINA 12 X 6  CAL. 22","ML","$7.366,57","$54.719,01"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.17","SUMINISTRO E INSTALACIÓN BAJANTE PLASTICA ALL X 3M","ML","$17.281,12","$48.551,5"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.18","SUMINISTRO E INSTALACIÓN CABALLETE ARTICULADO TEJA ESPAÑOLA EN FIBROCEMENTO","ML","$7.366,57","$71.632,79"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.19","SUMINISTRO E INSTALACIÓN CABALLETE ONDULADO FIBROCEMENTO","ML","$13.259,82","$48.186,72"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.20","SUMINISTRO E INSTALACIÓN CANAL EN LAMINA CAL. 22","ML","$7.366,57","$54.019,53"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.21","SUMINISTRO E INSTALACIÓN CANAL PLASTICA  ALL 3 M","ML","$28.196,01","$62.856,03"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.22","SUMINISTRO E INSTALACIÓN CUBIERTA ARQUITECTÓNICA GALVANIZADA O SIMILAR CAL 30","M2","$23.514,78","$47.638,02"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.23","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 10","M2","$25.194,41","$52.209,47"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.24","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 4","M2","$13.437,02","$35.011,93"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.25","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 6","M2","$20.155,53","$41.801,76"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.26","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA FIBROCEMENTO NUMERO 8","M2","$23.514,78","$44.924,67"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.27","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA POLICARBONATO P7 N° 6","M2","$20.155,53","$57.481,16"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.28","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA PANEL METÁLICO DE ALUZINC - ALUZINC CAL 26 TIPO SANDUCHE, CON POLIURETANO EXPANDIDO DE ALTA DENSIDAD, ACABADO EN PINTURA POLIESTER","M2","$23.514,78","$176.691,43"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.29","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA TECHOLINE","M2","$184.759,02","$220.646,88"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.30","SUMINISTRO E INSTALACIÓN CUBIERTA EN TEJA TRANSPARENTE No. 6 NO INCLUYE ENTRAMADO","M2","$13.505,37","$46.170,8"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.31","SUMINISTRO E INSTALACIÓN CUBIERTA LAMINA POLICARBONATO  Cal. 6 mm","M2","$14.733,13","$105.665,68"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.32","SUMINISTRO E INSTALACIÓN CUBIERTA TEJA ONDULADA THERMOACUSTICA 0.83 X 12","M2","$16.796,27","$64.002,65"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.33","SUMINISTRO E INSTALACIÓN CUBIERTA THERMOACUSTICA ONDULADA EN POLIPROPILENO No. 10","M2","$15.960,89","$65.451,52"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.34","SUMINISTRO E INSTALACIÓN ENTRAMADO PARA TEJA  ESPAÑOLA EN FIBROCEMENTO","M2","$24.555,22","$46.690,45"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.35","SUMINISTRO E INSTALACIÓN ENTRAMADO PARA TEJA  ONDULADA","M2","$24.555,22","$46.690,45"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.36","SUMINISTRO E INSTALACIÓN ENTRAMADO PARA TEJA DE BARRO","M2","$45.427,16","$74.634,38"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.37","SUMINISTRO E INSTALACIÓN FLANCHE EN LAMINA","ML","$17.188,65","$35.951,83"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.38","SUMINISTRO E INSTALACIÓN IMPERFRESCO CUBIERTA","ML","$20.871,94","$35.150,54"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.39","SUMINISTRO E INSTALACIÓN IMPERMEABILIZACION EN MANTO ASFALTICO PARA CANALES Y VIGACANALES","ML","$25.194,41","$59.547,39"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.40","SUMINISTRO E INSTALACIÓN LAMINA ALVEOLAR 4MM FIBRA DE CARBONO","M2","$14.733,13","$51.989,61"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.41","SUMINISTRO E INSTALACIÓN LAMINA ALVEOLAR 6MM FIBRA DE CARBONO","M2","$14.733,13","$49.360,46"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.42","SUMINISTRO E INSTALACIÓN MANTO FIBERGLASS","M2","$20.155,53","$60.211,51"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.43","SUMINISTRO E INSTALACIÓN PERFILERIA METALICA PARA ESTRUCTURA DE CUBIERTA. DIMENSIONES Y CALIBRES SEGÚN DISEÑO","kg","$4.409,66","$10.828,84"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.44","SUMINISTRO E INSTALACIÓN TEJA  ESPAÑOLA ETERNIT (NO INCLUYE ENTRAMADO)","M2","$11.049,85","$74.502,5"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.45","SUMINISTRO E INSTALACIÓN TEJA DE BARRO SOBRE ETERNIT.","M2","$17.188,65","$62.363,13"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.46","SUMINISTRO E INSTALACIÓN TEJA DE BARRO TIPO ESPAÑOLA","M2","$34.377,31","$107.495,26"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.47","SUMINISTRO E INSTALACIÓN TEJA THERMOACUSTICA TIPO TRAPEZOIDAL a 360","M2","$13.505,37","$53.238,67"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.48","SUMINISTRO E INTALACION CUBIERTA ARQUITECTONICA METALICA TIPO ACESCO O SIMILAR 0.73 X 3.66  M","M2","$5.814,78","$34.695,09"
"1","EDIFICACIONES","1.12","CUBIERTAS","1.12.49","TRAGANTES  6","UND","$9.822,09","$28.121,15"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.01","APLIQUE DE LUZ EN YESO O SIMILAR","UND","$12.277,60","$70.982,76"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.02","ARMADURA MADERA Y MALLA.","M2","$27.010,74","$38.944,47"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.03","ARMADURA MADERA Y MALLA CON VENA","M2","$24.555,22","$43.994,43"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.04","CIELO RASO BÓVEDAS DRYWALL","M2","$41.252,78","$68.917,42"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.05","CIELO RASO DURACUSTICO CIROCCO","M2","$16.206,44","$56.282,34"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.06","CIELO RASO EN DRYWALL 1/2","M2","$24.555,22","$60.101,62"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.07","CIELO RASO EN LAMINA DURACUSTIC 5/8"" R.H","M2","$14.733,13","$54.096,05"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.08","CIELO RASO EN MADERA MACHIMBRE","M2","$12.277,60","$53.875,39"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.09","CIELO RASO EN SUPERBOARD 8MM","M2","$29.466,27","$74.418,62"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.10","CIELO RASO LISTON MACHIEMBRIADO CIPRES","M2","$36.832,82","$66.665,75"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.11","CIELO RASO METALICOS","M2","$43.292,50","$176.088,2"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.12","CIELO RASO THERMOACUSTICOS EN SUPERBOARD 8 MM","M2","$29.466,27","$78.130,46"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.13","MALLA CON VENA PARA PAÑETAR","M2","$8.594,33","$15.599,23"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.14","TABLEX PIZANO 9 MM INCLUYE ALISTADO INMUNIZADO","M2","$27.010,74","$70.154,47"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.15","CORNISAS EN YESO","ML","$6.138,81","$19.900,34"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.16","LAMINA ICOPOR RUSTICO INCUYE ALISTADO ALUMINIO","M2","$23.514,78","$58.768,88"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.17","LAMINA PANEL(PVC-FOIL ALUM)","M2","$16.124,55","$32.753,4"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.18","LAMINA PLANA ETERNIT O SIMILAR INCLUYE ALISTADO ALUMINIO","M2","$24.555,22","$106.965,48"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.19","LAMINA PLANA SUPERCELL INCLUYE ALISTADO ALUMINIO","M2","$23.514,78","$84.870,19"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.20","LISTÓN M.H. EN PINO CIPRÉS INCLUYE MEDIA CAÑA","M2","$12.277,61","$90.598,18"
"1","EDIFICACIONES","1.13","CIELO RASOS","1.13.21","LUXACELL ACERO","M2","$736,66","$291.192,54"
"1","EDIFICACIONES","1.14","CARPINTERÍA MADERA","1.14.01","BARANDA EN MADERA CEDRO MACHO","ML","$58.932,54","$154.063,35"
