"CODIGO CAPITULO","CAPITULO","CODIGO SUBCAPITULO","SUBCAPITULO","CODIGO ITEM","ITEM","UNIDAD","Vr MANO DE OBRA","TOTAL"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.10","MURO EN BAHAREQUE E= 0.20 MTS","M2","$50.388,82","$129.815,46"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.11","MURO EN BLOQUE CONCRETO E=0.10 MTS","M2","$27.501,85","$66.420,41"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.12","MURO EN BLOQUE CONCRETO E=0.20 MTS","M2","$27.501,85","$84.920,95"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.13","MURO EN BLOQUE No.4 E=0.10 MTS","M2","$12.523,16","$38.644,67"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.14","MURO EN BLOQUE No.4 E=0.25 MTS","M2","$24.555,22","$101.473,58"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.15","MURO EN BLOQUE No.5 E=0.12 MTS","M2","$12.523,16","$36.971,25"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.16","MURO EN BLOQUE No.5 E=0.23 MTS","M2","$24.555,22","$67.495,21"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.17","MURO EN DRY WALL 1/2`` DOBLE CARA E =0.10 MTS","M2","$25.347,01","$56.348,21"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.18","MURO EN DRY WALL 1/2`` DOBLE CARA E =0.12 MTS","M2","$25.347,01","$56.257,54"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.19","MURO EN LADRILLO ESTRUCTURAL E=0.15 MTS","M2","$29.273,88","$96.985,22"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.20","MURO EN TAPIA PISADA E=0.50 MTS ANCHO, INCLUYE FORMALETA","M2","$94.059,14","$309.782,32"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.21","MURO LADRILLO VITRIFICADO E=0.12 MTS","M2","$26.028,53","$131.374,55"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.22","MURO PRENSADO SANTA FE E=0.25 MTS LIVIANO","M2","$41.743,87","$165.495,34"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.23","MURO PRENSADO SANTA FE E=0.25 MTS MACIZO","M2","$41.743,87","$162.412,71"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.24","MURO PRENSADO TIPO SANTA FE E=0.12 mts","M2","$26.028,53","$82.849,72"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.25","MURO PRENSADO TIPO SANTA FE E=0.25 mts.","M2","$41.743,87","$165.495,34"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.26","MURO SEMIPRENSADO TIPO MAGUNCIA E=0.12 mts.","M2","$26.028,53","$78.827,72"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.27","MURO SEMIPRENSADO TIPO MAGUNCIA E=0.25 mts.","M2","$41.743,87","$152.515,34"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.28","MURO TERMOACÚSTICO CON PAÑETE","M2","$11.049,85","$82.198,22"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.29","MURO TOLETE COMUN E=0.06 mts.","M2","$21.117,49","$38.776,79"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.30","MURO TOLETE COMUN E=0.10 mts.","M2","$18.416,42","$50.043,99"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.31","MURO TOLETE COMUN E=0.25 mts","M2","$33.640,65","$96.013,04"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.32","PASAMANOS EN CONCRETO 17.5 MPA (2500 PSI) INC. REFUERZO","ML","$54.267,04","$71.457,35"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.33","REMATES LADRILLO PRENSADO","ML","$21.608,59","$40.729,6"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.34","SOBRECIMIENTO TOLETE COMUN E=0.12 mts.INCLUYE PAÑETE IMP.","ML","$19.644,17","$54.691,86"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.35","SOBRECIMIENTOS E= 0.25 MTS","ML","$27.501,85","$64.142,15"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.36","SOBRERCIMIENTO TOLETE COMUN E=0.20 mts.INCLUYE PAÑETE IMP.","M2","$27.501,85","$76.567,19"
"1","EDIFICACIONES","1.04","MAMPOSTERÍA","1.04.37","SUMINISTRO E INSTALACION DE LAMINA SUPERBOARD  E= 8 MM","M2","$29.781,96","$103.691,6"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.01","ENTRAMADO MADERA CIELO RASO","ML","$13.505,37","$25.682,33"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.02","FILOS Y DILATACIONES EN PAÑETES","ML","$3.683,28","$8.004,28"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.03","GOTERAS","M2","$5.647,70","$10.076,74"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.04","GUADUA BAJO ENTRAMADO","M2","$12.277,61","$22.382"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.05","MALLA BAJO ENTRAMADO","M2","$9.822,09","$14.651,86"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.06","PAÑETE BAJO MALLA 1:5","M2","$14.733,13","$23.528,14"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.07","PAÑETE BAJO MALLA 1:6","M2","$14.733,13","$22.676,67"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.08","PAÑETE IMPERMEABILIZADO 1:3","M2","$13.750,92","$23.671,78"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.09","PAÑETE LISO BAJO PLACA 1.4","M2","$11.786,51","$27.458,85"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.10","PAÑETE LISO BAJO MALLA 1:4","M2","$14.733,13","$30.895,99"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.11","PAÑETE LISO CULATAS  1:4","M2","$12.768,71","$31.336,03"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.12","PAÑETE LISO CULATAS  1:5","M2","$12.768,71","$31.844,19"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.13","PAÑETE LISO MUROS  1:4","M2","$11.295,40","$20.187,71"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.14","PAÑETE LISO MUROS  1:5","M2","$11.295,40","$19.306,96"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.15","PAÑETE RUSTICO MUROS 1:5","M2","$13.750,92","$26.930,3"
"1","EDIFICACIONES","1.05","PAÑETES","1.05.16","PAÑETE RUSTICO PLACAS 1:5","M2","$14.978,68","$25.296,18"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.01","SUMINISTRO E INSTALACION DE ACCESORIO CODO 90° 1/4 CXC SANITARIO  EN PVC  6``","UND","$24.600,93","$130.115,55"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.02","SUMINISTRO E INSTALACION DE ACCESORIO SIFON EN PVC 135  4``","UND","$21.086,52","$41.349,88"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.03","SUMINISTRO E INSTALACION DE BAJANTE  PVC 3""","ML","$24.099,21","$65.185,29"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.04","SUMINISTRO E INSTALACION DE BAJANTE DE AGUA LLUVIA PVC 4""","ML","$18.907,52","$40.694,33"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.05","SUMINISTRO E INSTALACION DE BAJANTE DE AGUA LLUVIA. PVC. 3.","ML","$16.074,10","$35.245,7"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.06","SUMINISTRO E INSTALACION DE BAJANTE DE AGUA NEGRA PVC 3""","ML","$13.505,37","$32.626,65"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.07","SUMINISTRO E INSTALACION DE BAJANTE DE AGUA NEGRA PVC 4""","ML","$19.647,62","$46.290,83"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.08","SUMINISTRO E INSTALACION DE BAJANTE DE AGUA NEGRA PVC 6""","ML","$18.907,52","$76.462,1"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.09","SUMINISTRO E INSTALACION DE CANAL EN LAMINA COLD ROLLED CAL. 20  D=0.75 CON PINTURA Y ANTICORROSIVO","ML","$31.981,36","$75.218,32"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.10","SUMINISTRO E INSTALACION DE CANAL EN LAMINA GALV. CAL. 22 TIPO ""PECHO DE PALOMA""","ML","$27.010,75","$65.897,63"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.11","CONEXIÓN TANQUE ELEVADO PVC 2"" INCLUY. VALVULA Y REGISTRO","UND","$108.043,00","$489.944,74"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.12","INSTALACION LAVAMANOS Y SANITARIO","UND","$54.021,50","$58.989,32"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.13","PUNTO AGUA CALIENTE CPVC 1/2""  PARAL DE TECHO","UND","$64.665,95","$115.446,95"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.14","PUNTO AGUA FRIA PVC-P 1/2""  PARAL DE TECHO","UND","$55.427,95","$86.775,57"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.15","PUNTO SUMINISTRO GALVANIZADO","UND","$48.619,35","$116.539,38"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.16","SUMINISTRO E INSTALACION DE RED SUMINISTRO CPVC 1/2""  A.CAL. 82°C  100 PSI","ML","$4.051,61","$14.728,06"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.17","SUMINISTRO E INSTALACION DE RED SUMINISTRO CPVC 3/4""  A.C. 82°C  100 PSI","ML","$3.154,98","$18.687,51"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.18","SUMINISTRO E INSTALACION DE RED SUMINISTRO GALVANIZADA 1/2""","ML","$18.475,98","$30.633,28"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.19","SUMINISTRO E INSTALACION DE RED SUMINISTRO GALVANIZADA 3/4""","ML","$20.182,94","$35.658,19"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.20","SUMINISTRO E INSTALACION DE RED SUMINISTRO PARA GAS EXTERIOR (TUBERIA GALVANIZADA D=3/4"")","ML","$27.010,75","$54.057,53"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.21","SUMINISTRO E INSTLACION DE RED SUMINISTRO PVC 1"" RDE 13.5","ML","$3.781,50","$14.500,8"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.22","SUMINISTRO E INSTALACION DE RED SUMINISTRO PVC-P 3/4"" RDE 11","ML","$3.781,50","$12.611,54"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.23","SUMINISTRO E INSTALACION DE RED SUMINISTRO TUBERIA PVC-P 1/2"" RDE 9","ML","$2.701,07","$10.181,86"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.24","SUMINISTRO E INSTALREGISTRO CORTINA  ROSCADO RED-WHITE  1/2""","UND","$8.103,23","$40.704,26"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.25","SUMINISTRO E INSTALACION DE REGISTROS 1`` EN BRONCE","UND","$18.907,52","$81.172,9"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.26","SUMINISTRO E INSTALACION DE REGISTROS 3/4`` EN  BRONCE","UND","$14.855,91","$56.598,71"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.27","REVENTILACION  PVC 3""","ML","$10.804,30","$24.485,4"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.28","SALIDA SANITARIA PVC  3""","UND","$36.951,97","$120.339,09"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.29","SUMINISTRO E INSTALACIÓN CHEQUE   RED-W HITE   1 1/2""","UND","$13.505,37","$198.646,71"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.30","SUMINISTRO E INSTALACIÓN CHEQUE  RED-WHITE  1""","UND","$13.505,37","$99.916,53"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.31","SUMINISTRO E INSTALACIÓN DE ACOMETIDA 2"" X  3/4""  INCLUYE TUBERÍA PF + UAD  3/4"" , REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.","UND","$27.010,75","$240.191,17"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.32","SUMINISTRO E INSTALACIÓN DE ACOMETIDA 2"" X 1/2"" INCLUYE TUBERÍA PF + UAD 1/2"", REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.","UND","$27.010,75","$99.613,2"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.33","SUMINISTRO E INSTALACIÓN DE ACOMETIDA 3"" X  3/4""  INCLUYE TUBERÍA PF + UAD  3/4"" , REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.","UND","$27.010,75","$249.074,83"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.34","SUMINISTRO E INSTALACIÓN DE ACOMETIDA 3"" X 1/2"" INCLUYE TUBERÍA PF + UAD 1/2"", REGISTRO DE CORTE, COLLAR DERIVACIÓN Y ACCESORIOS COMPLEMENTARIOS PARA SU CONEXIÓN.","UND","$27.010,75","$100.727,87"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.35","SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 1000 LTS. INC. ACCESORIOS","UND","$73.903,94","$431.820,55"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.36","SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 2000 LTS. INC. ACCESORIOS","UND","$73.903,94","$696.370,55"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.37","SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 250 LTS.  INCLUYE  ACCESORIOS","UND","$50.025,81","$221.302,65"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.38","SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 500 LTS. INC. ACCESORIOS","UND","$73.903,94","$289.070,55"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.39","SUMINISTRO E INSTALACIÓN TANQUE ELEVADO PVC 5000 LTS. INC. ACCESORIOS","UND","$140.679,57","$2.531.109,26"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.40","TUBERIA DE 4`` PVC SANITARIA, INCLUYE INSTALACION","ML","$3.268,30","$30.385,88"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.41","TUBERIA DE 6`` PVC SANITARIA, INCLUYE INSTALACION","ML","$3.511,40","$56.917,16"
"1","EDIFICACIONES","1.06","INSTALACIONES HIDRÁULICAS Y SANITARIAS","1.06.42","TUBERIA PVC DRENAJES  D= 6`` CON HIDROSELLO, INCLUYE INSTALACIÓN","ML","$14.419,23","$69.451,9"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.01","ACOMETIDA AÉREA 10 M/ PVC","UND","$162.064,50","$440.243,64"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.02","SALIDA BIFÁSICA+ TOMA, TUBO EMT Ø 1/2","UND","$108.043,00","$213.993,15"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.03","SALIDA DE VOZ Y DATOS","UND","$14.315,70","$41.590,98"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.04","SALIDA LAMPARA TOMA PVC COMPLETA","UND","$94.537,62","$134.067,74"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.05","SALIDA LAMPARA. CONMUTABLE PVC COMPLETA.","UND","$94.537,62","$145.075,74"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.06","SALIDA T.V PVC COMPLETA.","UND","$67.526,87","$118.215,64"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.07","SALIDA TELEFONO PVC COMPLETA","UND","$89.945,79","$139.342,05"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.08","SALIDA TIMBRE PVC COMPLETA","UND","$89.945,79","$130.574,38"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.09","SALIDA TRIFÁSICA + TOMA, TUBO EMT","UND","$125.636,70","$246.920,3"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.10","SALIDA TRIFÁSICA + TOMA, TUBO EMT PVC  COMPLETA","UND","$108.043,00","$207.411,46"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.11","SOCKETS + BALASTO P/40 W","UND","$13.505,00","$86.896,25"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.12","SOCKETS + BALASTO P/48 W","UND","$13.505,00","$43.858,25"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.13","SOPORTE PROYECTORES","UND","$13.505,00","$85.980,25"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.14","SALIDA TOMA GFCI CABLE12AWG THHN. PVC Ø 1/2 INCLUYE TOMA","UND","$94.537,62","$180.229,74"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.15","SALIDA TOMA DOBLE CABLE 12AWG HFFR-LS PVC 1/2 COMPLETA","UND","$94.537,62","$128.062,74"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.16","SUMINISTRO E INSTALACIÓN PANEL LED INCRUSTAR 12W","UND","$810,33","$13.883,85"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.17","SUMINISTRO E INSTALACIÓN DE LÁMPARA LED HERMÉTICA 2x32W","UND","$8.103,23","$121.411,39"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.18","SUMINISTRO E INSTALACIÓN PANEL LED SOBREPONER 60*60 48W","UND","$810,33","$97.637,85"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.19","SUMINISTRO E INSTALACIÓN DE LÁMPARA LED HERMÉTICA 2x18W","UND","$8.103,23","$81.953,39"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.20","SUMINISTRO E INSTALACION DE CONTADOR ELECTRICO MONOFASICO","UND","$162.064,50","$247.819,73"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.21","SUMINISTRO E INSTALACIÓN DE CONTADOR ELECTRICO TRIFASICO","UND","$216.086,00","$684.212,02"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.22","SUMINISTRO E INSTALACIÓN DE FLUORESCENTE (4P) PLACA","UND","$20.257,50","$23.771,7"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.23","SUMINISTRO E INSTALACIÓN DE FLUORESCENTE (6P) PLACA","UND","$27.010,00","$32.112,48"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.24","SUMINISTRO E INSTALACIÓN DE LAMPARA 2*48 BAJO PLACA LAMINA LATERAL INDUSTRIAL","UND","$13.505,37","$106.010,73"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.25","SUMINISTRO E INSTALACIÓN DE LAMPARA 2*96 BAJO PLACA LAMINA LATERAL INDUSTRIAL","UND","$21.608,60","$242.823"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.26","SUMINISTRO E INSTALACIÓN DE LÁMPARA 2X48 BAJO PLACA","UND","$13.505,00","$159.181,57"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.27","SUMINISTRO E INSTALACIÓN DE LÁMPARA 2X96 BAJO PLACA","UND","$27.010,00","$227.312,48"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.28","SALIDA LÁMPARA-TOMA / ECONÓMICA","UND","$54.020,00","$129.604"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.29","SUMINISTRO E INSTALACIÓN DE LUMINARIA COLONIAL","UND","$27.010,00","$532.450,5"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.30","SUMINISTRO E INSTALACIÓN DE LUMINARIA DJK 125 W","UND","$20.257,50","$300.870,38"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.31","SUMINISTRO E INSTALACIÓN DE LUMINARIA AP LED 18-35W 5040 lm","UND","$27.410,39","$702.137,93"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.32","SUMINISTRO E INSTALACIÓN DE LUMINARIA AP LED 30-60W 8400 lm","UND","$27.410,39","$862.734,93"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.33","SUMINISTRO E INSTALACIÓN DE LUMINARIA AP LED 60W 7500 lm","UND","$27.410,39","$585.470,93"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.34","SUMINISTRO E INSTALACIÓN DE LUMINARIA PARA POSTE","UND","$20.257,50","$322.026"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.35","SUMINISTRO E INSTALACIÓN DE LUMINARIA PEDESTAL","UND","$27.010,00","$459.960,5"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.36","SUMINISTRO E INSTALACIÓN DE LUMINARIA SODIO 150 W","UND","$27.410,39","$462.014,93"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.37","SUMINISTRO E INSTALACIÓN DE LUMINARIA SODIO 250 W","UND","$27.410,39","$529.414,93"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.38","SUMINISTRO E INSTALACIÓN DE LUMINARIA SODIO 400 W","UND","$27.410,39","$539.214,93"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.39","SUMINISTRO E INSTALACIÓN DE REFLECTOR DE PISO 250 W","UND","$27.010,00","$399.060,5"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.40","SUMINISTRO E INSTALACIÓN DE REFLECTOR DE PISO 400 W","UND","$27.010,00","$521.760,5"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.41","SUMINISTRO E INSTALACIÓN DE RIEL ELÉCTRICO 2.34 M","UND","$27.010,75","$49.617,29"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.42","SUMINISTRO E INSTALACIÓN DE ROSETA BAKELITA","UND","$2.701,07","$5.208,12"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.43","SUMINISTRO E INSTALACIÓN DE ROSETA PORCELANA","UND","$2.701,00","$4.886,05"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.44","SUMINISTRO E INSTALACIÓN DE TABLERO PARCIAL 12 CIRCUITOS.","UND","$108.043,00","$355.872,42"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.45","SUMINISTRO E INSTALACIÓN DE TABLERO PARCIAL 18 CIRCUITOS.","UND","$81.032,25","$349.471,86"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.46","SUMINISTRO E INSTALACIÓN DE TABLERO PARCIALES 4 CIRCUITOS.","UND","$81.032,25","$163.298,31"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.47","SUMINISTRO E INSTALACIÓN DE TUBERIA PVC CONDUIT 1 1/2"".","ML","$10.804,30","$28.612,47"
"1","EDIFICACIONES","1.07","INSTALACIONES ELÉCTRICAS - LUMINARIAS - LÁMPARAS","1.07.48","SUMINISTRO E INSTALACIÓN DE TUBERIA PVC CONDUIT 1"".","ML","$12.154,84","$22.353,37"
